"","mile","time","kde1.estimate"
"31553",95,6.66666666666667,0.00206261737071883
"31554",95.25,6.66666666666667,0.00207752760672165
"31555",95.5,6.66666666666667,0.00209156873064879
"31556",95.75,6.66666666666667,0.00210472179824157
"31557",96,6.66666666666667,0.00211696402306627
"31558",96.25,6.66666666666667,0.00212826877193243
"31559",96.5,6.66666666666667,0.00213860564602758
"31560",96.75,6.66666666666667,0.00214794065065914
"31561",97,6.66666666666667,0.00215623645513419
"31562",97.25,6.66666666666667,0.00216345274284191
"31563",97.5,6.66666666666667,0.00216954665005901
"31564",97.75,6.66666666666667,0.00217447329040063
"31565",98,6.66666666666667,0.00217818636022044
"31566",98.25,6.66666666666667,0.00218063881865673
"31567",98.5,6.66666666666667,0.00218178363446042
"31568",98.75,6.66666666666667,0.00218157459026167
"31569",99,6.66666666666667,0.00217996713356876
"31570",99.25,6.66666666666667,0.00217691926257978
"31571",99.5,6.66666666666667,0.00217239243385554
"31572",99.75,6.66666666666667,0.00216635247807888
"31573",100,6.66666666666667,0.00215877050953563
"31574",100.25,6.66666666666667,0.00214962381461441
"31575",100.5,6.66666666666667,0.00213889670455018
"31576",100.75,6.66666666666667,0.00212658131783774
"31577",101,6.66666666666667,0.00211267835821734
"31578",101.25,6.66666666666667,0.00209719775487991
"31579",101.5,6.66666666666667,0.00208015923254348
"31580",101.75,6.66666666666667,0.00206159278029575
"31581",102,6.66666666666667,0.00204153900955893
"31582",102.25,6.66666666666667,0.00202004939318101
"31583",102.5,6.66666666666667,0.00199718637946096
"31584",102.75,6.66666666666667,0.00197302337683582
"31585",103,6.66666666666667,0.00194764460695619
"31586",103.25,6.66666666666667,0.00192114482591212
"31587",103.5,6.66666666666667,0.00189362891540166
"31588",103.75,6.66666666666667,0.00186521134761877
"31589",104,6.66666666666667,0.00183601552953607
"31590",104.25,6.66666666666667,0.00180617303403475
"31591",104.5,6.66666666666667,0.00177582272695518
"31592",104.75,6.66666666666667,0.0017451098005793
"31593",105,6.66666666666667,0.00171418472528595
"31594",105.25,6.66666666666667,0.0016832021321246
"31595",105.5,6.66666666666667,0.00165231963981993
"31596",105.75,6.66666666666667,0.00162169664024318
"31597",106,6.66666666666667,0.00159149305666555
"31598",106.25,6.66666666666667,0.00156186808915064
"31599",106.5,6.66666666666667,0.00153297896125733
"31600",106.75,6.66666666666667,0.00150497968182749
"31601",107,6.66666666666667,0.00147801983504448
"31602",107.25,6.66666666666667,0.00145224341119109
"31603",107.5,6.66666666666667,0.00142778768963594
"31604",107.75,6.66666666666667,0.0014047821845608
"31605",108,6.66666666666667,0.00138334766283724
"31606",108.25,6.66666666666667,0.00136359524229596
"31607",108.5,6.66666666666667,0.0013456255774319
"31608",108.75,6.66666666666667,0.00132952813837899
"31609",109,6.66666666666667,0.00131538058779052
"31610",109.25,6.66666666666667,0.00130324825909483
"31611",109.5,6.66666666666667,0.00129318373847683
"31612",109.75,6.66666666666667,0.00128522655187642
"31613",110,6.66666666666667,0.00127940295730331
"31614",110.25,6.66666666666667,0.00127572584185027
"31615",110.5,6.66666666666667,0.00127419472194497
"31616",110.75,6.66666666666667,0.00127479584461334
"31617",111,6.66666666666667,0.00127750238683193
"31618",111.25,6.66666666666667,0.00128227474941755
"31619",111.5,6.66666666666667,0.00128906094133289
"31620",111.75,6.66666666666667,0.00129779704976983
"31621",112,6.66666666666667,0.00130840779089965
"31622",112.25,6.66666666666667,0.00132080713574544
